user_id,profile,monthly_incomes,mean_income,income_std,income_trend,fixed_expenses,cash_flow_health_ratio,num_income_sources,total_bills,on_time_payments,avg_delay_days,recharge_regularity,recurring_payments_detected,emi_consistency_score,total_transactions,txn_regularity_score,essential_ratio,has_recurring_savings,min_balance_maintained,avg_monthly_savings,platforms,tenure_months,platform_rating,active_days_per_month,shock_recovery_score,default
USR0354,good,"[20965, 21093, 22659, 23424, 21695, 23159]",22165.83,968.44,386.89,5724.56,0.7417,2,13,11,1.8,0.9,4,0.88,218,0.6896,0.6805,1,1,3499,"[""UrbanClap"", ""Zomato""]",27,4.8,25,1.0,0
USR0355,moderate,"[19782, 27585, 19134, 20306, 28361, 22091]",22876.5,3720.58,429.86,11638.64,0.4912,3,14,10,3.0,0.68,2,0.58,127,0.5007,0.677,0,1,1261,"[""Uber"", ""Ola"", ""Dunzo""]",8,4.3,15,0.5,0
USR0356,good,"[21046, 22315, 21620, 21979, 23576, 21727]",22043.83,785.38,215.63,9274.41,0.5793,3,17,16,1.8,0.88,2,0.95,221,0.6122,0.7262,1,1,4182,"[""Zomato"", ""Uber"", ""Ola""]",45,4.4,28,1.0,0
USR0357,good,"[19096, 17508, 20845, 19579, 19548, 18762]",19223.0,1002.76,90.97,5502.79,0.7137,1,16,14,1.5,0.81,4,0.99,214,0.5883,0.7335,1,1,5461,"[""Ola""]",27,4.6,22,1.0,0
USR0358,good,"[26529, 24916, 27994, 26788, 27357, 29724]",27218.0,1464.03,631.2,7707.7,0.7168,1,19,16,0.4,0.95,2,0.9,211,0.6394,0.677,1,1,2391,"[""Swiggy""]",25,4.4,22,1.0,0
USR0359,good,"[41293, 41353, 38079, 42960, 38353, 39835]",40312.17,1737.31,-325.97,14052.58,0.6514,1,22,18,0.8,0.99,2,0.85,221,0.6136,0.8008,1,1,7624,"[""UrbanClap""]",24,4.9,22,1.0,0
USR0360,good,"[36838, 37177, 35314, 36000, 38029, 35201]",36426.5,1018.33,-141.23,15133.34,0.5846,1,22,19,1.0,0.92,2,0.92,207,0.6176,0.7407,1,1,7368,"[""Dunzo""]",31,5.0,22,1.0,0
USR0361,risky,"[20262, 22105, 11423, 19606, 6507, 13192]",15515.83,5567.51,-2113.17,10087.27,0.3499,1,13,4,8.8,0.23,0,0.49,95,0.643,0.8348,0,0,482,"[""UrbanClap""]",11,3.0,13,0.3333,1
USR0362,moderate,"[14177, 13497, 12850, 13143, 14641, 12000]",13384.67,864.13,-204.57,7318.84,0.4532,3,21,16,4.7,0.61,2,0.63,151,0.506,0.7564,0,1,2649,"[""Dunzo"", ""Ola"", ""Swiggy""]",11,3.9,18,1.0,0
USR0363,moderate,"[14096, 11117, 19885, 18108, 17581, 17159]",16324.33,2893.02,940.86,7602.9,0.5343,3,22,18,3.4,0.68,2,0.64,137,0.5904,0.7465,0,0,1930,"[""Dunzo"", ""Uber"", ""UrbanClap""]",17,4.1,22,1.0,0
USR0364,good,"[33538, 33654, 35131, 35211, 32026, 34812]",34062.0,1126.34,44.74,10232.17,0.6996,2,19,17,1.7,0.86,4,0.91,218,0.6184,0.7778,1,1,2408,"[""Zomato"", ""Dunzo""]",12,4.6,26,1.0,0
USR0365,risky,"[6944, 6725, 11562, 10285, 8675, 13517]",9618.0,2443.88,1069.66,8166.29,0.1509,1,13,8,13.0,0.36,0,0.31,84,0.512,0.7761,0,0,347,"[""Swiggy""]",7,3.8,10,1.0,0
USR0366,good,"[24326, 25992, 26371, 24808, 24086, 23233]",24802.67,1086.19,-364.17,10941.23,0.5589,3,17,16,1.8,0.95,4,0.83,213,0.6806,0.7442,1,1,5518,"[""Ola"", ""UrbanClap"", ""Zomato""]",20,4.8,22,1.0,0
USR0367,good,"[43703, 38142, 42348, 40807, 38491, 41536]",40837.83,1989.69,-323.69,16914.07,0.5858,1,13,11,0.8,0.99,4,0.81,210,0.624,0.7972,1,1,4159,"[""UrbanClap""]",19,4.8,27,1.0,0
USR0368,good,"[23714, 21305, 23205, 21588, 22555, 21344]",22285.17,939.24,-277.63,6049.06,0.7286,1,16,14,1.1,0.91,4,0.85,214,0.7076,0.7421,1,1,3022,"[""Swiggy""]",27,4.8,29,1.0,0
USR0369,good,"[28715, 29165, 28451, 26710, 28754, 27637]",28238.67,826.08,-238.97,9687.93,0.6569,3,19,17,0.2,0.97,2,0.95,217,0.6955,0.7611,1,1,6365,"[""Dunzo"", ""Zomato"", ""Swiggy""]",38,4.5,23,1.0,0
USR0370,good,"[33824, 36681, 32873, 31409, 31489, 38245]",34086.83,2565.22,144.71,10774.15,0.6839,1,21,18,0.6,0.88,4,0.95,199,0.6081,0.7455,1,1,5936,"[""UrbanClap""]",33,4.7,28,1.0,0
USR0371,moderate,"[20366, 19994, 18247, 22936, 18052, 20491]",20014.33,1625.92,-14.63,9539.36,0.5234,1,13,8,6.6,0.71,2,0.77,151,0.5782,0.6952,1,1,2533,"[""Swiggy""]",20,3.8,24,1.0,0
USR0372,risky,"[12498, 6973, 23030, 20770, 12468, 15980]",15286.5,5405.95,903.86,11502.9,0.2475,1,17,7,6.1,0.22,0,0.4,90,0.4855,0.7709,0,0,203,"[""Uber""]",9,3.2,8,0.6667,1
USR0373,good,"[38587, 38211, 34409, 38548, 35706, 35088]",36758.17,1735.61,-596.31,10472.6,0.7151,1,21,20,0.8,0.98,4,0.91,180,0.5975,0.7954,1,1,7539,"[""Dunzo""]",41,4.7,25,1.0,0
USR0374,good,"[18863, 20012, 20158, 19941, 17556, 19126]",19276.0,904.92,-179.14,7307.23,0.6209,1,16,14,1.9,0.83,3,0.88,211,0.6282,0.721,1,1,7779,"[""Swiggy""]",45,4.5,28,1.0,0
USR0375,moderate,"[19334, 15673, 19530, 14087, 12630, 21924]",17196.33,3296.62,-46.34,11141.7,0.3521,3,18,11,3.6,0.64,2,0.67,115,0.4785,0.7103,1,0,633,"[""Swiggy"", ""Ola"", ""Dunzo""]",17,4.1,22,1.0,0
USR0376,good,"[41491, 38606, 36417, 41274, 37115, 39718]",39103.5,1923.87,-242.31,12994.07,0.6677,3,22,19,1.6,0.91,4,0.99,198,0.5736,0.7601,1,1,7711,"[""Ola"", ""Zomato"", ""UrbanClap""]",15,4.4,29,1.0,0
USR0377,good,"[18426, 18410, 18933, 18907, 18176, 17000]",18308.67,645.76,-224.51,6139.69,0.6647,2,22,21,1.5,0.82,2,0.96,205,0.6,0.7261,1,1,5519,"[""Swiggy"", ""Zomato""]",41,4.3,23,1.0,0
USR0378,good,"[36567, 37818, 36947, 38299, 37870, 35742]",37207.17,878.33,-74.77,11817.68,0.6824,2,14,12,1.4,0.84,3,0.81,200,0.6087,0.6911,1,1,4143,"[""Ola"", ""Zomato""]",42,4.3,25,1.0,0
USR0379,good,"[20224, 18939, 20141, 19479, 20919, 19281]",19830.5,665.38,16.09,7425.87,0.6255,1,19,17,2.0,0.99,3,0.86,198,0.6285,0.6856,1,1,5348,"[""Swiggy""]",29,4.9,26,1.0,0
USR0380,good,"[28318, 28084, 30443, 29261, 28547, 31456]",29351.5,1221.36,454.2,10011.29,0.6589,2,18,16,0.4,0.82,2,0.96,199,0.6801,0.741,1,1,3812,"[""Dunzo"", ""UrbanClap""]",30,4.8,24,1.0,0
USR0381,risky,"[4823, 8586, 9121, 3109, 10657, 6448]",7124.0,2597.41,237.89,4342.8,0.3904,1,18,10,11.2,0.37,0,0.19,83,0.4303,0.7641,0,0,471,"[""Uber""]",4,3.9,12,0.6667,1
USR0382,moderate,"[28353, 24953, 29561, 22027, 28167, 22511]",25928.67,2942.13,-774.34,11851.31,0.5429,3,12,7,2.1,0.58,2,0.54,128,0.606,0.7103,0,1,1383,"[""Ola"", ""Swiggy"", ""Uber""]",12,4.0,16,1.0,0
USR0383,risky,"[10180, 17831, 18980, 9210, 13735, 14383]",14053.17,3587.33,-29.8,9988.99,0.2892,1,12,6,6.0,0.4,0,0.46,68,0.4966,0.6484,0,0,224,"[""Zomato""]",8,3.5,9,0.5,0
USR0384,good,"[22529, 24023, 24017, 24256, 22154, 23517]",23416.0,798.42,-12.23,9714.33,0.5851,3,16,14,1.0,0.99,2,0.95,217,0.658,0.7236,1,1,7701,"[""Ola"", ""Dunzo"", ""Swiggy""]",33,4.8,23,1.0,0
USR0385,good,"[25848, 24614, 25713, 24638, 25470, 24926]",25201.5,498.38,-89.06,6817.89,0.7295,2,13,11,1.8,0.95,4,0.88,208,0.6364,0.7278,1,1,7024,"[""Swiggy"", ""Dunzo""]",23,4.7,25,1.0,0
USR0386,good,"[41354, 43305, 43488, 42431, 39714, 38292]",41430.67,1895.19,-775.43,14234.48,0.6564,1,13,12,0.6,0.9,4,0.9,205,0.7114,0.7838,1,1,3804,"[""Uber""]",37,5.0,28,1.0,0
USR0387,risky,"[17196, 13013, 19105, 12281, 11296, 16095]",14831.0,2821.4,-499.43,12374.83,0.1656,1,20,12,5.1,0.36,0,0.34,86,0.5343,0.8463,0,0,139,"[""Uber""]",3,3.9,7,0.5,0
USR0388,moderate,"[33280, 24843, 28270, 29103, 25159, 24232]",27481.17,3156.7,-1241.69,16642.1,0.3944,3,12,8,5.3,0.55,1,0.74,122,0.528,0.7178,0,1,2298,"[""Zomato"", ""UrbanClap"", ""Dunzo""]",16,4.4,18,1.0,0
USR0389,risky,"[12877, 10169, 15369, 14313, 10400, 1000]",10688.0,4726.76,-1707.09,8537.82,0.2012,1,14,8,6.9,0.38,0,0.45,90,0.4708,0.8521,0,0,30,"[""Ola""]",5,3.8,6,0.8333,1
USR0390,good,"[42113, 45300, 46824, 42243, 41091, 44973]",43757.33,2056.23,-83.09,13872.48,0.683,3,21,20,0.7,0.9,2,0.94,197,0.6582,0.7827,1,1,6054,"[""Swiggy"", ""Uber"", ""Ola""]",15,4.6,25,1.0,0
USR0391,good,"[20727, 19759, 19202, 19416, 19033, 20111]",19708.0,577.39,-144.11,6083.14,0.6913,2,15,13,1.6,0.8,4,0.94,204,0.6006,0.7754,1,1,5144,"[""Zomato"", ""UrbanClap""]",25,4.5,22,1.0,0
USR0392,good,"[29651, 33859, 31216, 32885, 30940, 29696]",31374.5,1552.21,-196.09,13004.34,0.5855,2,14,12,1.6,0.8,2,0.84,194,0.5339,0.7116,1,1,4276,"[""Ola"", ""UrbanClap""]",38,4.6,23,1.0,0
USR0393,good,"[41748, 40049, 43080, 37974, 38577, 36904]",39722.0,2152.34,-964.06,15640.53,0.6063,3,15,14,1.9,0.96,2,0.86,211,0.641,0.7623,1,1,6869,"[""Swiggy"", ""Ola"", ""UrbanClap""]",27,4.9,23,1.0,0
USR0394,moderate,"[27625, 26165, 29705, 25741, 28933, 22408]",26762.83,2397.06,-621.29,15269.53,0.4295,2,22,17,6.9,0.57,2,0.6,148,0.6049,0.741,0,1,1871,"[""Uber"", ""Ola""]",12,3.8,17,1.0,1
USR0395,good,"[37218, 42840, 42942, 41362, 45415, 40781]",41759.67,2505.63,684.57,12740.01,0.6949,1,16,15,0.8,0.92,4,0.88,214,0.678,0.6721,1,1,3266,"[""Zomato""]",34,4.5,23,1.0,0
USR0396,moderate,"[21477, 28891, 25528, 25173, 27689, 24492]",25541.67,2366.03,317.54,13916.16,0.4552,2,14,10,2.3,0.69,2,0.73,123,0.5253,0.7302,0,1,643,"[""Uber"", ""Zomato""]",9,4.4,16,1.0,1
USR0397,moderate,"[25596, 26665, 23373, 30352, 25176, 30387]",26924.83,2621.68,756.2,11172.2,0.5851,2,23,14,6.2,0.75,2,0.76,138,0.6543,0.7748,1,1,1023,"[""Ola"", ""Uber""]",18,4.1,22,1.0,0
USR0398,moderate,"[32555, 32747, 24127, 33245, 35049, 26101]",30637.33,4028.1,-464.17,16529.85,0.4605,2,22,14,4.5,0.75,2,0.73,131,0.5974,0.7913,0,0,983,"[""Zomato"", ""Dunzo""]",12,3.9,17,1.0,0
USR0399,risky,"[10788, 7298, 9133, 10758, 4498, 12020]",9082.5,2534.74,-17.57,6395.52,0.2958,1,15,7,8.1,0.26,0,0.13,74,0.3938,0.7356,0,0,470,"[""Zomato""]",7,3.2,6,0.5,1
USR0400,moderate,"[31568, 27963, 28211, 32765, 24310, 23606]",28070.5,3375.78,-1320.43,13896.08,0.505,2,22,18,3.9,0.56,2,0.65,123,0.4705,0.638,1,1,1362,"[""Swiggy"", ""Dunzo""]",10,4.2,24,1.0,1
USR0401,moderate,"[25822, 21266, 20644, 19433, 20116, 20211]",21248.67,2118.87,-934.74,11346.08,0.466,1,12,7,2.6,0.72,1,0.72,127,0.4634,0.7629,0,1,2398,"[""Zomato""]",15,4.2,16,1.0,0
USR0402,risky,"[23981, 21971, 27320, 20543, 17461, 19040]",21719.33,3246.59,-1286.06,16711.28,0.2306,1,12,5,10.0,0.43,0,0.48,89,0.4785,0.6721,0,0,164,"[""Zomato""]",3,3.8,8,1.0,1
USR0403,risky,"[11799, 10803, 7764, 9010, 10496, 7447]",9553.17,1603.48,-612.43,6292.54,0.3413,1,20,11,13.2,0.46,0,0.48,87,0.6354,0.6576,0,0,167,"[""Zomato""]",11,3.3,16,1.0,1
USR0404,good,"[36939, 35359, 31933, 34224, 33111, 33423]",34164.83,1621.08,-629.51,12808.34,0.6251,1,16,14,1.5,0.98,3,0.94,227,0.683,0.7317,1,1,5311,"[""Uber""]",27,4.3,22,1.0,0
USR0405,risky,"[9857, 14086, 14442, 13022, 16547, 11193]",13191.17,2189.55,361.23,9842.75,0.2538,1,22,8,12.1,0.42,0,0.44,83,0.4722,0.7546,0,0,196,"[""Uber""]",10,3.5,15,0.8333,0
USR0406,moderate,"[15815, 13349, 10637, 15409, 14734, 14602]",14091.0,1725.52,81.77,8053.28,0.4285,1,12,9,6.6,0.7,1,0.65,139,0.5755,0.827,0,0,1857,"[""Dunzo""]",22,4.0,21,1.0,0
USR0407,good,"[22973, 23752, 23714, 22083, 25420, 24877]",23803.17,1112.5,368.37,10444.35,0.5612,1,14,12,0.5,0.86,3,0.97,212,0.6097,0.7803,1,1,3231,"[""Zomato""]",21,4.8,26,1.0,0
USR0408,moderate,"[21807, 26485, 23827, 38456, 24038, 19668]",25713.5,6070.99,-97.34,16498.31,0.3584,1,13,8,4.9,0.63,2,0.78,118,0.5102,0.7959,1,1,2505,"[""Zomato""]",9,4.3,22,0.6667,0
USR0409,risky,"[12178, 11944, 13374, 11486, 14084, 11294]",12393.33,1008.31,3.2,10325.09,0.1669,1,13,6,5.3,0.3,0,0.14,90,0.6315,0.7312,0,0,309,"[""Uber""]",9,3.5,14,1.0,1
USR0410,moderate,"[21785, 17625, 21946, 23255, 22826, 17861]",20883.0,2276.41,-77.37,8653.41,0.5856,2,15,9,3.1,0.8,2,0.58,146,0.5895,0.7357,0,0,849,"[""Uber"", ""Ola""]",9,4.1,16,1.0,0
USR0411,risky,"[12167, 9294, 7580, 11929, 10377, 5800]",9524.5,2280.25,-692.49,6903.7,0.2752,1,18,8,5.9,0.5,0,0.24,86,0.4712,0.6877,0,0,287,"[""Dunzo""]",1,3.2,6,0.8333,1
USR0412,risky,"[8359, 11573, 11651, 17939, 11974, 8557]",11675.5,3163.75,242.31,7591.96,0.3498,1,23,8,14.2,0.49,0,0.13,84,0.4488,0.6961,0,0,38,"[""Zomato""]",11,3.7,16,0.6667,1
USR0413,moderate,"[28171, 23301, 23201, 18568, 22329, 21289]",22809.83,2877.31,-1198.83,9415.5,0.5872,2,13,8,2.8,0.67,2,0.52,144,0.6904,0.7245,0,1,2148,"[""Swiggy"", ""Zomato""]",18,4.3,20,1.0,0
USR0414,good,"[17877, 19494, 18774, 18340, 18378, 18111]",18495.67,523.28,-74.63,4741.37,0.7436,1,17,15,1.3,0.82,2,0.98,218,0.5452,0.7138,1,1,6693,"[""UrbanClap""]",14,4.6,26,1.0,0
USR0415,risky,"[11003, 6146, 9515, 13310, 12630, 13977]",11096.83,2663.51,1089.06,8123.22,0.268,1,21,9,9.4,0.5,0,0.13,76,0.3163,0.7351,0,0,32,"[""Swiggy""]",3,3.5,13,0.5,1
USR0416,moderate,"[25113, 24474, 26999, 28504, 26857, 25145]",26182.0,1393.45,251.83,16873.45,0.3555,3,20,14,6.8,0.55,2,0.59,131,0.5286,0.7681,1,0,2531,"[""Ola"", ""Zomato"", ""Dunzo""]",23,4.1,17,1.0,0
USR0417,moderate,"[28690, 26066, 30422, 25304, 27541, 35998]",29003.5,3547.01,1024.2,12866.45,0.5564,3,15,11,5.1,0.7,1,0.51,152,0.5663,0.7314,0,1,2507,"[""Dunzo"", ""Swiggy"", ""UrbanClap""]",18,4.4,16,1.0,0
USR0418,moderate,"[28294, 27243, 24934, 32318, 26813, 32882]",28747.33,2903.93,829.54,11622.13,0.5957,2,18,13,3.9,0.74,2,0.6,121,0.56,0.7968,0,0,2491,"[""Swiggy"", ""Uber""]",16,4.5,18,1.0,0
USR0419,risky,"[17620, 15015, 30696, 16178, 10388, 26836]",19455.5,7034.08,505.17,13365.27,0.313,1,18,8,11.6,0.38,0,0.19,94,0.5469,0.8257,0,0,422,"[""Swiggy""]",6,3.4,16,0.5,1
USR0420,good,"[44148, 43556, 43552, 42549, 40420, 42401]",42771.0,1213.51,-547.03,15704.21,0.6328,2,12,11,1.9,0.94,2,0.98,208,0.7018,0.7371,1,1,5428,"[""Uber"", ""Zomato""]",20,4.7,25,1.0,0
USR0421,good,"[19972, 17886, 19912, 19028, 20211, 18430]",19239.83,862.61,-46.26,8438.91,0.5614,3,20,19,0.9,0.86,4,0.97,196,0.6486,0.7274,1,1,5443,"[""Dunzo"", ""UrbanClap"", ""Uber""]",31,4.7,25,1.0,0
USR0422,risky,"[12661, 13656, 9706, 23473, 14390, 17706]",15265.33,4365.92,1176.97,10970.22,0.2814,1,22,7,5.7,0.35,0,0.5,96,0.6181,0.6703,0,0,356,"[""Ola""]",9,3.2,13,0.6667,0
USR0423,good,"[22889, 21538, 22472, 22929, 21447, 22309]",22264.0,587.75,-77.6,9913.29,0.5547,3,21,19,1.0,0.97,3,0.87,203,0.619,0.7393,1,1,4820,"[""Swiggy"", ""Zomato"", ""Dunzo""]",41,4.8,22,1.0,0
USR0424,good,"[36154, 35182, 38532, 39320, 37152, 34685]",36837.5,1681.97,-18.49,10972.32,0.7021,1,13,12,0.1,1.0,4,0.98,199,0.6235,0.7245,1,1,7216,"[""Uber""]",13,4.5,26,1.0,0
USR0425,good,"[30418, 32830, 31907, 32680, 32659, 32142]",32106.0,821.55,253.71,13901.88,0.567,3,23,20,0.1,0.82,2,0.95,203,0.6592,0.7972,1,1,7513,"[""UrbanClap"", ""Ola"", ""Dunzo""]",12,4.8,22,1.0,0
USR0426,risky,"[8767, 20077, 8725, 15712, 19682, 14099]",14510.33,4578.99,927.49,9018.18,0.3785,1,12,7,13.5,0.25,0,0.41,83,0.5161,0.7339,0,0,277,"[""UrbanClap""]",3,3.5,16,0.5,1
USR0427,moderate,"[20547, 16141, 15980, 19194, 24756, 24704]",20220.33,3569.71,1424.11,10394.98,0.4859,3,17,13,6.6,0.64,2,0.72,140,0.6574,0.8131,1,0,844,"[""Zomato"", ""UrbanClap"", ""Swiggy""]",23,4.0,17,1.0,0
USR0428,good,"[37090, 44186, 39388, 40889, 39343, 42702]",40599.67,2335.61,429.49,17830.43,0.5608,1,23,19,0.3,0.88,2,0.81,201,0.5854,0.7246,1,1,5521,"[""UrbanClap""]",33,4.3,25,1.0,0
USR0429,moderate,"[14012, 14697, 16442, 20920, 20668, 17921]",17443.33,2678.09,1198.17,10166.98,0.4171,3,21,16,5.1,0.55,2,0.62,125,0.6559,0.7033,0,1,857,"[""Uber"", ""Swiggy"", ""Ola""]",17,3.9,17,1.0,1
USR0430,good,"[32485, 32106, 33567, 33570, 33801, 31963]",32915.33,751.09,70.8,10802.26,0.6718,3,20,18,1.7,0.83,4,0.91,204,0.64,0.7785,1,1,3299,"[""Ola"", ""Dunzo"", ""Zomato""]",30,4.4,25,1.0,0
USR0431,good,"[19237, 18270, 19138, 18256, 19858, 19340]",19016.5,579.05,125.63,6331.59,0.667,2,21,17,1.3,0.89,3,0.81,199,0.5822,0.7478,1,1,3732,"[""Swiggy"", ""Ola""]",36,4.6,28,1.0,0
USR0432,risky,"[25954, 19000, 12482, 8879, 5190, 12306]",13968.5,6793.46,-3236.37,10978.17,0.2141,1,22,12,7.3,0.38,0,0.41,79,0.4962,0.8451,0,0,408,"[""Uber""]",9,3.7,14,0.3333,1
USR0433,good,"[22415, 20848, 22382, 23776, 23770, 20078]",22211.5,1375.86,-43.57,6130.65,0.724,2,17,14,1.9,0.99,4,0.9,199,0.5276,0.7653,1,1,5766,"[""Swiggy"", ""Ola""]",41,4.7,29,1.0,0
USR0434,moderate,"[27435, 29945, 28854, 35233, 26045, 31093]",29767.5,2938.03,370.54,16483.01,0.4463,1,22,15,6.8,0.6,2,0.74,137,0.5642,0.7683,0,1,1316,"[""Zomato""]",17,4.2,18,1.0,1
USR0435,good,"[49831, 45545, 48141, 44825, 43240, 46629]",46368.5,2162.04,-749.74,20735.92,0.5528,3,18,16,0.7,0.96,3,0.87,218,0.6085,0.7456,1,1,2046,"[""Dunzo"", ""Swiggy"", ""Ola""]",42,4.8,28,1.0,0
USR0436,moderate,"[12724, 15440, 17324, 15746, 16426, 13560]",15203.33,1591.14,158.86,9472.94,0.3769,1,23,18,5.9,0.71,2,0.75,112,0.4037,0.7612,1,1,1356,"[""Ola""]",8,3.8,16,1.0,1
USR0437,risky,"[20472, 9350, 17168, 9826, 10589, 16674]",14013.17,4276.91,-646.14,10562.45,0.2462,1,21,6,12.7,0.43,0,0.23,83,0.4908,0.7001,0,0,243,"[""Zomato""]",2,3.2,15,0.1667,1
USR0438,moderate,"[28389, 29955, 24236, 28241, 35945, 30360]",29521.0,3488.34,909.43,16247.33,0.4496,3,16,9,3.4,0.51,2,0.64,161,0.6245,0.6962,0,0,687,"[""UrbanClap"", ""Ola"", ""Uber""]",15,4.2,22,1.0,0
USR0439,moderate,"[17940, 18276, 19760, 24280, 19098, 23916]",20545.0,2580.64,1053.31,11516.64,0.4394,1,19,14,4.4,0.71,2,0.73,127,0.4462,0.7851,0,0,1406,"[""Ola""]",17,3.8,15,1.0,0
USR0440,moderate,"[15985, 19015, 17855, 17595, 16868, 14771]",17014.83,1363.82,-364.89,10984.83,0.3544,2,13,9,2.3,0.52,1,0.52,128,0.575,0.7934,0,1,2267,"[""Swiggy"", ""UrbanClap""]",12,4.1,22,1.0,0
USR0441,good,"[38528, 41420, 41894, 40229, 40292, 41261]",40604.0,1103.73,246.17,11239.88,0.7232,2,23,20,1.9,0.96,3,0.89,197,0.6505,0.7152,1,1,3343,"[""Zomato"", ""Ola""]",27,4.4,23,1.0,0
USR0442,moderate,"[18393, 15488, 18410, 19092, 17950, 16671]",17667.33,1219.97,-15.49,11215.14,0.3652,1,20,15,4.8,0.72,2,0.72,139,0.6261,0.7804,0,0,2411,"[""Dunzo""]",21,4.4,23,1.0,0
USR0443,moderate,"[17884, 18312, 15391, 15793, 15329, 17884]",16765.5,1277.52,-244.2,8207.35,0.5105,1,17,12,3.5,0.56,2,0.71,119,0.4278,0.7113,1,1,2464,"[""UrbanClap""]",10,4.3,19,1.0,0
USR0444,risky,"[17363, 12963, 16837, 16596, 11308, 20754]",15970.17,3075.36,335.69,13251.82,0.1702,1,15,5,10.2,0.23,0,0.3,87,0.5438,0.8008,0,0,163,"[""Uber""]",1,3.7,11,0.6667,1
USR0445,moderate,"[10914, 15681, 16206, 17478, 19143, 15316]",15789.67,2525.77,961.94,7129.04,0.5485,2,15,10,4.7,0.6,1,0.7,133,0.5435,0.7651,0,0,1916,"[""Uber"", ""Zomato""]",13,4.4,21,1.0,0
USR0446,risky,"[21504, 18262, 24477, 17827, 18356, 13403]",18971.5,3413.81,-1339.23,13092.93,0.3099,1,16,5,13.3,0.45,0,0.11,72,0.4557,0.7863,0,0,49,"[""Dunzo""]",11,3.2,5,1.0,1
USR0447,moderate,"[15890, 16600, 13167, 13268, 15766, 16385]",15179.33,1415.62,2.11,8466.37,0.4422,3,16,11,6.2,0.74,1,0.66,132,0.5798,0.7561,1,0,512,"[""UrbanClap"", ""Uber"", ""Swiggy""]",8,4.0,21,1.0,1
USR0448,moderate,"[17964, 18191, 17122, 15510, 19221, 18402]",17735.0,1171.88,104.8,9055.86,0.4894,3,19,13,3.5,0.52,2,0.54,119,0.5339,0.7646,0,0,2628,"[""Uber"", ""Swiggy"", ""Dunzo""]",13,4.1,19,1.0,1
USR0449,moderate,"[24228, 23730, 20581, 25665, 29065, 20306]",23929.17,2996.01,42.26,15049.94,0.3711,1,14,11,5.3,0.59,1,0.56,115,0.5428,0.6976,0,1,995,"[""UrbanClap""]",21,4.5,18,0.8333,0
USR0450,good,"[28869, 25435, 30061, 27885, 29101, 28240]",28265.17,1440.1,162.2,11792.71,0.5828,1,22,19,1.4,0.91,2,0.89,221,0.6276,0.7907,1,1,3113,"[""Ola""]",23,4.8,27,1.0,0
USR0451,moderate,"[28343, 25371, 28727, 22609, 28559, 34220]",27971.5,3550.04,938.03,12538.88,0.5517,1,23,16,4.1,0.56,2,0.55,121,0.5052,0.7794,1,1,2254,"[""Swiggy""]",7,3.9,22,1.0,1
USR0452,good,"[38408, 41266, 39156, 37900, 38618, 41040]",39398.0,1295.93,113.14,17154.57,0.5646,2,23,21,1.7,0.81,4,0.87,176,0.5619,0.8073,1,1,5010,"[""Uber"", ""UrbanClap""]",22,4.7,22,1.0,0
USR0453,good,"[35519, 33496, 31614, 35794, 33511, 35293]",34204.5,1479.46,88.43,11904.92,0.6519,3,16,15,0.6,0.92,4,0.99,210,0.6131,0.7524,1,1,5908,"[""Dunzo"", ""Zomato"", ""Ola""]",47,4.8,22,1.0,0
USR0454,risky,"[15218, 13230, 11393, 9624, 8936, 12400]",11800.17,2128.8,-821.17,8259.86,0.3,1,21,9,10.8,0.35,0,0.37,95,0.5386,0.7508,0,0,472,"[""Dunzo""]",8,3.2,16,1.0,1
USR0455,good,"[23001, 23786, 21614, 22114, 22943, 22314]",22628.67,703.6,-156.11,5709.36,0.7477,3,12,11,0.0,0.94,3,0.84,177,0.6266,0.7182,1,1,5115,"[""Zomato"", ""Dunzo"", ""Ola""]",23,5.0,22,1.0,0
USR0456,moderate,"[15904, 15708, 16553, 13984, 14052, 13836]",15006.17,1081.35,-510.77,7543.65,0.4973,1,23,14,5.2,0.52,2,0.79,126,0.4089,0.6915,0,1,1326,"[""Swiggy""]",19,4.2,23,1.0,0
USR0457,risky,"[11460, 12720, 14376, 11492, 12912, 14761]",12953.5,1272.36,405.63,10795.02,0.1666,1,15,8,14.3,0.49,0,0.12,72,0.3617,0.7788,0,0,406,"[""UrbanClap""]",3,3.2,17,1.0,1
USR0458,moderate,"[16754, 23105, 21726, 22959, 22315, 26560]",22236.5,2895.21,1368.37,10477.03,0.5288,3,21,14,5.9,0.54,2,0.69,134,0.4875,0.7599,0,0,2478,"[""Dunzo"", ""Uber"", ""Ola""]",13,4.3,17,1.0,1
USR0459,moderate,"[11584, 9316, 11595, 12283, 12775, 10828]",11396.83,1111.48,208.14,4789.37,0.5798,1,14,9,2.6,0.65,2,0.66,142,0.5714,0.7248,0,0,2902,"[""Uber""]",23,4.1,20,1.0,0
USR0460,good,"[29906, 28209, 29915, 29348, 27672, 27858]",28818.0,937.54,-354.8,9143.57,0.6827,1,21,20,0.0,0.85,3,0.82,183,0.6763,0.7676,1,1,3337,"[""Swiggy""]",37,4.9,27,1.0,0
USR0461,good,"[37217, 40059, 42259, 40766, 40430, 43520]",40708.5,1957.97,889.57,14205.53,0.651,1,20,19,1.7,0.89,4,0.84,186,0.5337,0.729,1,1,7930,"[""Uber""]",39,4.7,29,1.0,0
